source,url,title,publication_date,text
The Observer,https://observer.ug/business/africa-pushes-for-new-global-financial-order-as-aid-models-face-scrutiny/,Africa pushes for new global financial order as aid models face scrutiny,2026-04-10,"The Observer African policymakers, scholars, and development experts are intensifying calls for sweeping reforms to the global financial system and international aid architecture, arguing that current models are outdated, inequitable, and increasingly misaligned with the continent’s development ambitions. The discussions, reflected in key 2026 policy forums and academic panels, highlight growing dissatisfaction with institutions established under the 1944 Bretton Woods framework. Originally designed by industrialised powers, these institutions—including the International Monetary Fund (IMF) and the World Bank are now being criticised for failing to adequately serve the interests of emerging economies, particularly in Africa. Despite holding vast natural resources critical to the global energy transition and maintaining one of the fastest-growing populations in the world, African countries continue to face disproportionately high borrowing costs and limited influence in global financial decision-making. Analysts argue that this imbalance has left governments across the continent grappling with difficult choices between servicing external debt and funding essential public services such as healthcare and infrastructure. The debate has gained urgency amid shifting geopolitical dynamics and what experts describe as a gradual erosion of the post-World War II rules-based order. Increasingly, global powers are seen to be adopting transactional approaches to international engagement, a trend that is reshaping both financial cooperation and peacebuilding efforts across Africa. Nowhere is this tension more evident than in the Democratic Republic of Congo, where a fragile, dual-track peace process has raised complex questions about sovereignty and external influence. Agreements brokered under significant military and political pressure have tied security arrangements to access to mineral resources, sparking concerns about long-term national autonomy and the sustainability of such deals. Observers warn that while these arrangements may provide short-term stability, they risk entrenching dependency and undermining domestic legitimacy if not carefully managed. The situation has become emblematic of broader challenges facing African states navigating a global system where traditional safeguards are weakening. At the same time, the international aid landscape is undergoing its own transformation. Significant funding cuts and the abrupt termination of major development programmes in 2025 have exposed vulnerabilities in sectors such as health and education, prompting renewed calls to rethink the model of official development assistance. Experts are increasingly advocating for a shift from donor-recipient dynamics toward partnership-based frameworks that emphasise shared value, local ownership, and sustainability. This includes leveraging both public and private financing, as well as strengthening collaboration between international institutions and domestic actors. Another critical dimension of the ongoing discourse is the role of youth in shaping Africa’s policy future. With more than 60 per cent of the continent’s population under the age of 25, there is growing pressure to bridge the gap between youthful demographics and traditionally older political leadership structures. Policy forums are now exploring mechanisms to enhance youth participation beyond symbolic engagement, including institutional reforms, leadership training, and the use of digital platforms to amplify young voices in governance processes. As these conversations gain momentum, a central theme is emerging: Africa is no longer content to operate within systems designed without its full participation. Instead, leaders and thinkers are increasingly pushing for a reimagined global order—one that reflects current realities, prioritises fairness, and enables the continent to fully harness its economic and demographic potential. The outcome of these debates could have far-reaching implications, not only for Africa’s development trajectory but also for the future of global cooperation in an era marked by uncertainty and transformation. atiluknathan@gmail.com Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/euro-gold-to-refine-gold-for-bank-of-uganda/,Euro Gold to refine gold for Bank of Uganda,2026-04-09,"The Observer The Bank of Uganda (BoU) has signed a contract with Euro Gold Refinery to commence supply of refined gold under the Domestic Gold Purchase Programme, a move aimed at strengthening the country’s reserves and promoting value addition. The development follows the central bank’s decision to directly purchase gold for treasury purposes as part of efforts to diversify reserve assets and reduce reliance on foreign currencies. According to Benard Feni, director of Euro Gold Refinery, the contract was awarded following a competitive bidding process open to eligible refineries. “The central bank made an open call for bids, and Euro Gold has won the contract. We were competing with different international companies and emerged as the best bidders. We have already signed and received confirmation,” Feni said. BoU launched the Domestic Gold Purchase Programme targeting the acquisition of between seven and 10 tonnes of locally mined gold annually. The initiative is intended to strengthen foreign exchange reserves, curb gold smuggling and support artisanal and small-scale miners. As part of the rollout, the central bank plans to purchase at least 100 kilogrammes of gold between March and June 2026, valued at about $160 million (Shs 592 billion). “If all goes as planned, we should be able to purchase at least 100 kilogrammes of gold between March and June 2026,” said Adam Mugume, BoU executive director for research and economic analysis. Feni described the contract as a major milestone for the refinery and a boost for local participation in the gold value chain. “We are very happy. This is a big milestone for us as a local company to be selected to refine gold for the central bank. It demonstrates that Ugandans can compete and deliver at both national and international levels,” he said. He added that the refinery aims to position Uganda as a regional gold hub. “By 2030, we want Uganda to be known as a gold hub, not just exporting raw materials, but producing high-quality, 24-karat bullion for the global market,” Feni said. Uganda exported gold worth $5.8 billion (Shs 21.1 trillion) last year, although the sector remains largely dominated by artisanal and small-scale miners. To strengthen the value chain, Euro Gold Refinery has partnered with local mining communities. Feni said the company has signed a memorandum of understanding with Mubende miners, benefiting more than 3,000 artisanal miners by enabling them to upgrade gold to internationally acceptable standards. The refinery has also supported Kakoka artisanal miners in Abim to obtain a mining licence and signed agreements to supply gold. The company recently secured a mining licence in Yumbe district and is expanding to other mining areas, including Kaabong. Feni said the refinery’s operations have created employment opportunities, with more than 70 per cent of its workforce comprising Ugandans trained to meet international standards. “We are helping miners move from raw gold to refined products so they can fetch better prices on the international market,” he said. Under the arrangement with the central bank, gold will be sourced from artisanal miners, small-scale miners and licensed dealers across the country. “We shall receive, process, refine and certify the gold in line with international standards. This contract is a sign of trust in our ability to deliver quality,” Feni said. Euro Gold Refinery (U) SMC Ltd, Uganda’s first fully locally owned gold refinery, was launched in Kampala in July 2025 by the minister of Energy and Mineral Development, Ruth Nankabirwa. Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/michigan-fellows-phos-creatives-partner-on-african-solutions-to-global-challenges/,"Michigan Fellows, Phos Creatives partner on African solutions to global challenges",2026-04-08,"The Observer Michigan Fellows Africa Initiative (MFAI) and Phos Creatives have entered a formal partnership aimed at advancing African-led solutions to complex local and global challenges through leadership, inclusion, innovation and strategic storytelling. MFAI is a cross-border non-governmental organisation operating in Kenya, Uganda, Tanzania, South Africa and Zimbabwe, with a focus on agricultural development, education, youth and women empowerment, leadership and civic engagement. Phos Creatives, on the other hand, is a Uganda-rooted creative strategy firm founded by Rhoda Musiima. The firm supports organisations and founders in translating ambition into aligned and compelling identities through brand strategy, training, storytelling, design and advisory communication support. Phos Creatives has worked with more than 30 brands across Uganda, Kenya, Zimbabwe, the Democratic Republic of Congo and the United States. According to a joint press statement, the partnership brings together MFAI’s work in leadership development, civic engagement, agribusiness, gender equity, social inclusion and global exchange with Phos Creatives’ strengths in brand strategy, communications and creative direction. “We know Africa’s most meaningful solutions will come from Africans who understand the realities, the opportunities and the urgency of this moment. Our partnership with Michigan Fellows Africa Initiative allows us to combine creative strategy, storytelling and visibility with transformative programming that is already changing lives,” Musiima said. The collaboration is expected to elevate African leadership, expand opportunities for marginalised communities engaged in agriculture, and strengthen the visibility and impact of Africa-driven solutions. The partnership is already taking shape through active and recently concluded initiatives. Among them is the Gender and Development in Contemporary Societies (GRO-GEST) programme, a hybrid seminar aimed at strengthening youth leaders’ capacity in gender and development work, implemented in collaboration with the University of Iceland’s GRO-GEST programme and Makerere University Directorate of Gender Mainstreaming. The collaboration is also reflected in the ongoing New Africa Fund Mushroom Challenge being advanced by MFAI chapters in Kenya and Zimbabwe in partnership with Detroit-based Mushroom Angel LLC. The initiative is mobilising resources to support mushroom farmers through value addition, processing and export opportunities, with matching support under the New Africa Fund. Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/musicians-should-think-beyond-miming-at-kwanjula-and-weddings/,Musicians should think beyond miming at kwanjula and weddings,2026-04-01,"The Observer Musicians in Uganda have been in celebratory mood after parliament passed the Copyright and Neighbouring Rights (Amendment) Bill, 2025. They argue that once the bill is assented to by the president as expected, they will earn lots more money than they are doing today. That they will be rewarded for their efforts. Ugandan music has come a long way. In the 1990s, very few Ugandans considered music as their professional career. There were professional music groups that still exist such as Afrigo band and some other bands/musicians, but many didn’t earn that much. If the amended bill is to make them earn more, that is even better. The bill seems to be very important to Uganda’s music industry as there seem to be a resurgence of the foreign content like it was in the 1990s. Congolese musicians ruled the airwaves and the stages at Gaba beach, Nakivubo stadium and the beaches of Entebbe. Singers like Jose Chameleone, Bebe Cool and Bobi Wine broke that dominance and Ugandan musicians started filling stadiums on their own. Congolese musicians stopped owning the concert stages in Kampala. The kingdom of Buganda had in 1996 launched the popular CBS radio which further played local music on the airwaves and organised Ekitobeero music festivals, which provided the platform for Ugandan music to thrive. Music entrepreneurs like Hope Mukasa at his Sabrina’s pub provided another platform, karaoke, that saw many wannabe musicians practice their craft. Sabrina’s would lead to the emergence of the famous I-Jay duo of Iryn Namubiru and Juliana Kanyomozi. Ugandan music was on cloud nine. Musicians stopped singing for beer and now were being paid professional fees. Kasiwukira and company would buy the records, make cassettes and sell. Telecoms, looking for ways to reach the masses, signed up musicians. Nightclubs held musicians like the celebrities they were becoming. Video mixing became the norm in nightclubs and every little bar. You could actually spend a whole night in a bar with only Ugandan music being played. Many young people dreamed of becoming musicians. A number of them lived the dream. Today, the industry is pivoting a bit. Foreign shows are back in Uganda, including of Congolese like Ya Levis and Fally Ipupa. Kofi Olomidde turns up once in a while, including at a recent Afrigo 50th anniversary. Nigerian music is dominating the airwaves. There is perhaps no bar or nightclub today that only plays Ugandan music for the entire night. The changes in the industry may perhaps explain the gusto with which some of the most known Ugandan musicians invested in the amended copyright bill. They see it as a saviour even though royalties have been collected on their behalf by organisations like the Uganda Performing Right Society (UPRS) for years. As the musicians were celebrating the passing of the amended bill in parliament, their counterparts in Nigeria were being ranked as the top earners in Africa on music streaming platform Spotify. It was revealed that Nigerian musicians earned more than $43m in 2025 from Spotify by pulling in a combined 30.3 billion streams, which is about 1.6 billion hours of listening time. Nigerian music has been globally embraced, featuring in more than 320 million user-generated playlists, according to reports. Barack Obama, the former US president, releases his annual playlist around December every year. For years now, a Nigerian musician appears on his list, which he posts on his X account of nearly 120 million followers. The Nigerians are developing music that cuts across borders and appeals to worldwide audiences. You have seen them perform at even the World Cup and being regularly nominated for Grammys among other international awards. In Uganda, some of the leading musicians, instead of thinking global, concentrate on Gulu city, where they book rooms for weeks doing whatever they can to meet Gen Salim Saleh. He has publicly rebuked them before to their embarrassment. But do they listen? They see politics as the only means to earn. Those who become famous because of their ability to dance and sing forget about what made them famous once they make it. They appear at shows to mime, walk about the stage while spending some considerable time talking about their imaginary haters or reminding others how beautiful they are. The audience in Uganda is small and the economy is even smaller, yet music transcends borders. Ugandan musicians should, therefore, think beyond miming at kwanjula and weddings and create music that has a global appeal so that they can earn from a global audience. Cozying up to politicians will not sustainably make them earn better, even when copyright bill is assented to. djjuuko@gmail.com The writer is a communication and visibility consultant. 1 Comment Agreed Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/totalenergies-revamps-lpg-filling-plant-in-jinja/,TotalEnergies revamps LPG filling plant in Jinja,2026-03-31,"The Observer TotalEnergies has commissioned a revamped Liquefied Petroleum Gas (LPG) filling and storage plant in Jinja, aimed at boosting supply of clean cooking energy in Uganda. The facility, originally constructed in 2016 and scheduled to begin operations in 2017, reached full operational completion in December 2025 following refurbishment. The upgraded plant is equipped with automated filling technology and enhanced safety systems designed to ensure accurate cylinder filling, prevent leakage and provide tamper-proof sealing. The facility sits on approximately five acres, part of which is currently used for production, with additional space reserved for future expansion. It has a storage capacity of up to 140 tonnes of marketable gas before cylinder filling and can produce more than 40 tonnes per day, up from about 30 tonnes previously. Daily cylinder output ranges between 40 and 50 tonnes depending on demand, with additional capacity available for other product lines. Olufemi Babajide, managing director of TotalEnergies Marketing Uganda Limited, said the investment reflects the company’s long-term commitment to supporting Uganda’s energy transition and expanding access to cleaner cooking solutions. “This refurbished plant reaffirms our commitment to deliver quality, reliable and clean energy to Ugandans, especially as the country prepares for local production of LPG in the oil region,” Babajide said. Biova Agbokou, executive vice president for TotalEnergies East and Central Africa, said the expanded facility supports the company’s ambition to provide 100 million people in Africa and India with access to clean cooking by 2030. He noted that wider adoption of LPG could reduce reliance on charcoal and firewood, cut carbon emissions and lower health risks associated with indoor air pollution. Ben Kagonyera, manager for business development at the Uganda National Oil Company (UNOC), said the commissioning marks an important step in strengthening Uganda’s clean energy supply. “This investment is timely and complements efforts to promote clean cooking solutions and sustainable energy use,” Kagonyera said. He added that UNOC’s partnership with TotalEnergies in the upstream sector could support future domestic LPG supply once oil production begins. “With the commencement of oil production, gas will also be produced. This presents an opportunity for Uganda to supply locally produced gas to its citizens and improve access to LPG,” he said. Kagonyera explained that LPG production will be linked to oil output, with excess gas expected to come on stream once oil production starts. TotalEnergies Marketing Uganda Limited has operated in Uganda since 1955 and currently runs more than 200 service stations across the country. Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/uganda-has-enough-fuel-stock-until-may-govt/,Uganda has enough fuel stock until May – govt,2026-03-31,"The Observer The government has assured the public that Uganda has sufficient fuel reserves to last until late May, dismissing social media claims of an impending shortage. The reassurance comes amid rising pump prices, with some fuel stations now selling petrol at over Shs 5,800 per litre and diesel at about Shs 5,300, up from around Shs 5,200 and Shs 4,900 respectively. In a joint statement issued on Tuesday, the ministry of Energy and Mineral Development and the Uganda National Oil Company (UNOC) described reports of a looming shortage as misleading, warning that such speculation could trigger panic buying and artificial price increases. Energy minister Ruth Nankabirwa Ssentamu said that as of March 27, Uganda had 81 million litres of petrol, 80 million litres of diesel and 18.5 million litres of Jet A-1 fuel in stock. She said the reserves translate into between 22 and 30 days of national consumption. “These levels are in full compliance with the Petroleum Supply Act, 2024, which requires UNOC to maintain a minimum of 21 days of strategic reserves to cushion the country against supply shocks,” Nankabirwa said. The ministry added that incoming shipments scheduled for April will boost national stocks, with more than 350 million litres of petroleum products expected to arrive through Kenya’s coastal infrastructure. Officials also said additional consignments are being rerouted through Tanzanian ports, including Dar es Salaam, Tanga and Mtwara, to mitigate risks associated with disruptions along key maritime routes. The reassurance comes against the backdrop of global uncertainty, including attacks on vessels navigating major shipping routes, which have unsettled oil markets and heightened concerns about supply disruptions. Authorities, however, cautioned that while supply remains stable, prices may continue to rise due to global market volatility and exchange rate pressures. Uganda relies heavily on imported refined fuel, making domestic prices sensitive to international crude oil trends and movements in the Uganda shilling. Transport operators welcomed the assurance on supply but raised concerns about affordability. “Availability is one side of the story; affordability is another,” said Fred Okema of the Uganda Bus Drivers Association, noting that sustained price increases could erode already thin profit margins in the transport sector. He called for stricter enforcement of pump price regulations to enhance transparency. The aviation sector also expressed cautious optimism, noting that current Jet A-1 reserves provide a temporary buffer for flight operations despite unpredictable global fuel costs. UNOC chief corporate affairs officer Tony Otoa said fuel accounts for about 70 per cent of Uganda’s commercial energy consumption, warning that even modest price changes can have ripple effects across transport, manufacturing and household budgets. Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/economics-of-forgiveness-a-final-chance-to-reset-your-business-debt/,Economics of forgiveness: A final chance to reset your business debt,2026-03-29,"The Observer There are moments in a nation’s fiscal journey that pass quietly, and others that define whether a business rises or falls. The current waiver of interest and penalties is not just another administrative relief; it is a rare fiscal lifeline—one that speaks to both opportunity and urgency, and one that may not return anytime soon. The Uganda Revenue Authority (URA) has introduced a significant relief measure under the Tax Procedures Code (Amendment) Act, 2025. It is designed to help businesses “clean their ledgers” and start fresh. Here is everything you need to know about the “Silver Bullet” Offer. If you have outstanding tax arrears as of June 30, 2024, the government will waive 100 percent of the interest and penalties attached to that debt. You only need to pay the principal tax (the original amount you owed). If you cannot pay the full principal at once, you can make partial payments. URA will waive interest and penalties on a pro-rata basis (proportionate to what you pay). For Uganda’s business community, this is more than a compliance exercise. It is a decisive moment to reset, clean the slate, and reclaim financial credibility in an increasingly transparent tax environment. At its core, the waiver offers something profoundly powerful: forgiveness without forgetting. While the principal tax remains due, the punitive burden of accumulated interest and penalties is lifted, often wiping out years of financial strain in a single stroke. For many businesses, especially those struggling with cash flow, system inefficiencies, or historical tax misunderstandings, this is the closest thing to a second chance. At its essence, a waiver of interest and penalties allows taxpayers to settle their outstanding principal tax liabilities without the additional financial burden that has accumulated over time. In many instances, these penalties and interest charges grow exponentially, sometimes surpassing the original tax due. The waiver removes this excess weight, offering businesses a rare opportunity to resolve their obligations at the core level of the principal. This relief, however, is not standalone. It is embedded within a broader fiscal instrument known as tax amnesty. A tax amnesty is a strategic policy through which the government invites non-compliant or partially compliant taxpayers to voluntarily regularise their affairs under more favorable terms. It is, in many ways, a bridge between enforcement and cooperation, a recognition that while compliance is mandatory, achieving it sometimes requires flexibility. This leads to a critical question: why would the government willingly give up revenue in the form of penalties and interest? The answer lies in economic pragmatism. Across many tax systems, including Uganda’s, there exists a significant volume of what is termed aged tax debt. These are liabilities that have accumulated over the years, often tied up in disputes, financial distress, or simple non-compliance. The longer these debts remain unresolved, the more they grow, yet paradoxically, the less likely they are to be fully recovered. In reality, penalties and interest can account for between 40 per cent and 70 per cent of total outstanding tax liabilities. This means that for every Shs 100 million owed, a substantial portion may be punitive rather than principal. By offering a waiver, the government effectively writes off this portion, sometimes amounting to billions of shillings across the economy. At first glance, this appears to be a loss. But in truth, it is a strategic trade-off. Because the alternative is often far worse: prolonged disputes, business closures, uncollectible debts, and a shrinking base of compliant taxpayers. By prioritising the recovery of principal taxes, the government secures immediate revenue inflows while simultaneously restoring taxpayers to the compliance net. It is not forgiveness for its own sake; it is forgiveness for sustainability. For businesses, the implications are both financial and strategic. Financially, the benefit is immediate and measurable. Removing penalties and interest can significantly reduce outstanding liabilities, sometimes by nearly half. This directly improves balance sheets, enhances liquidity positions, and frees up capital that can be redirected into core business operations—expansion, innovation, or workforce investment. But beyond the numbers lies a deeper advantage: credibility. In today’s business environment, compliance is no longer a background function; it is a frontline requirement. Financial institutions, investors, and regulators are placing increasing emphasis on tax transparency and governance. A business carrying unresolved tax liabilities, particularly those inflated by penalties, signals risk. It raises questions about internal controls, financial discipline, and long- term viability. The waiver presents an opportunity to eliminate that risk. To move from a position of uncertainty to one of clarity. To transform tax compliance from a lingering burden into a competitive advantage. It is, quite simply, a chance to achieve a clean sheet. And a clean tax record is powerful. It strengthens your standing with lenders. It enhances your attractiveness to investors. It positions your business competitively for government contracts and partnerships. In an era where data systems like EFRIS and integrated compliance platforms are tightening oversight, having unresolved tax exposures is no longer sustainable. This is where urgency becomes critical. Tax amnesty is not a permanent feature of the amnesty landscape. It is a targeted, time-bound intervention. Once the window closes, the environment typically shifts towards stricter enforcement, enhanced audits, and full reinstatement of penalties and interest. Businesses that fail to act within this window risk facing a harsher reality: higher liabilities, increased scrutiny, and limited negotiation space. From an expert standpoint, this moment demands more than passive awareness but rather requires decisive action. Businesses must undertake a comprehensive review of their tax affairs by reconciling historical positions, identifying outstanding principal liabilities, and engaging professional advisors to structure settlements effectively within the amnesty framework. This is an opportunity to redefine how tax is perceived within the organization, not as a reactive obligation triggered by enforcement, but as a proactive pillar of governance and growth. The businesses that will thrive in the coming years are those that embed compliance into their strategy, not those that defer it. Government, on its part, has made the first move. By foregoing billions in penalties and interest, it has extended a hand to the business community, one that balances accountability with opportunity. The expectation, however, is clear: that businesses will respond because ultimately, this is a shared journey. A compliant business sector strengthens revenue systems. Strong revenue systems support national development. And a stable economic environment benefits every enterprise operating within it. The waiver, therefore, is more than a policy, it is a pivot point, a moment where businesses can shed the weight of the past and step into a future defined by clarity, credibility, and compliance. The window is open, but it will not remain so indefinitely. 30th June 2026 will be the deadline! The writer is a Chartered Accountant & Chartered Tax Advisor Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/investments-in-small-scale-industries-could-lead-to-improved-incomes/,Investments in small-scale industries could lead to improved incomes,2026-03-29,"The Observer Uganda has discovered its latest love interest; international airports. We have always had one international airport at Entebbe and some airfields in many parts of the country. But those aren’t the talk of town or dominating online discussion groups and timelines. Construction of an international airport is underway in Kabaale just outside Hoima ostensibly to support the oil and gas sector. New ones have been proposed around Kidepo National Park to support tourism and facilitate regional trade. But the one that has led to more discussions has been the proposed one at Nyakisharara outside Mbarara town. Apparently, it will enable flights to South America to refuel from there on their journeys to Asia and elsewhere. The proposers of the airport claim that this is an existing gap. I am not an aviation expert, so I don’t know why these flights aren’t able to refuel at Entebbe or even existing airports in East Africa. I am also not sure whether it makes sense to build an international airport whose main business is refueling flights from South America. What else caused debate was the release of the artistic impressions of the Nyakisharara airport. Some people claimed the airport looked exactly the same as one somewhere in the Middle East. Some people prompted artificial intelligence apps to make one at least with the famous horns of the Ankole cows incorporated into the design. This newly found love for international airports within a few kilometres of each other have led to the continuation of a debate that never stops; the lack of scheduled domestic flights in Uganda. Up to the 1990s, there were affordable scheduled flights to Kasese, Arua and other parts of the country. Some still exist but they cost an arm and leg, unlike in developed markets in Europe where people fly for a song. There are many reasons that explain the lack of affordable domestic flights in Uganda. The infrastructure is poor enabling only small aircraft to operate at these fields. But that isn’t the biggest problem. The market simply doesn’t exist. Until oil starts flowing from the wells in western Uganda, the country’s economy is largely within a radius of 80km of Kampala. Otherwise, businesses in many parts of the country are small comprised of smallholder farmers and petty traders. The majority of these people have no genuine reason to fly to Kampala and if they have, they wouldn’t afford the tickets even cheap ones that would sustain an airline business. Bus companies have tried to provide executive coaches where people pay an extra Shs 10,000 or Shs 20,000 to travel in comfort. After a few months or years, they usually close and return to non- executive passengers. The argument the domestic flight enthusiasts give is that the markets for air travel is of those who drive personal cars to these towns. The statistics are hard to find but how many cars arrive in Soroti or Arua from Kampala every single day? There aren’t many. Most of these towns have few hotels but you will hardly arrive in a town and find no room for a night. That is why most people who travel to these towns don’t even bother to book accommodation in advance. They know these towns with fewer than 1,000 hotel rooms will have plenty of free rooms when they arrive. A town which can’t fill less than 1,000 hotel rooms each night probably doesn’t have much business going on. Decent hotel rooms in Uganda cost on average less than Shs100,000 a night including some sort of breakfast. If people can’t fill hotel rooms of Shs100,000, how would they fill aircraft of 50 to 200 seats on a regular basis for the airline to make money? Look at Members of Parliament, one of the biggest categories of high earners in Uganda. Many of those who represent constituencies outside Kampala come for their weekly meetings by night bus. They can’t afford to drive on a weekly basis. Where scheduled flights exist like Kasese, they don’t use them as well. If a high earning category in Uganda can’t afford to drive every week to Kampala, what about small trader in Kasese or Arua? Although we can improve the airfields to facilitate air travel, international airports in every corner of the country won’t lead to improved incomes for the majority of Ugandans. However, if we want tourists to avoid gruelling road trips to Kisoro or Kidepo, smaller airports could do, which could be expanded with increases in traffic. Though investments in agribusinesses and small-scale industries could lead to improved incomes easily for the majority of people who then could be targeted for flying. As per now, international airports could end up as vanity projects. djjuuko@gmail.com The writer is a communication and visibility consultant. Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/namananga-forest-on-brink-and-race-to-save-it/,Namananga forest on brink and race to save it,2026-03-26,"The Observer At the edge of Kayunga district lies the 459-hectare Namananga forest reserve, a once- thriving ecosystem now heavily degraded by charcoal burning, firewood harvesting, and encroachment for construction. At first glance, Namananga still appears like a forest, but a closer walk through its interior reveals the stark reality of deforestation and human intrusion. The reserve serves as a critical ecological link between Mabira Forest and Musamya Swamp, forming part of the wider Mabira ecosystem. In an effort to restore the degraded landscape, the National Forestry Authority (NFA), in partnership with Uganda Breweries Limited (UBL) and Rotary Club, has launched a Shs 372 million forest restoration project aimed at planting 80,000 indigenous trees. Stuart Maniraguha, the acting executive director for Forestry, represented by Martin Mwodi Kegere, emphasized the importance of forests to Uganda’s environment and economy. He noted that forests supply over 90 percent of household energy needs, mainly through firewood and charcoal, and play a crucial role in protecting water catchments that support agriculture and industry. Over the years, the Government of Uganda has set ambitious targets to restore forest cover, recognizing that environmental sustainability is closely tied to economic development. So far, NFA has planted 26,000 trees under the initiative, with 2,000 trees planted last week alone in Namananga Forest Reserve, covering 70 hectares out of the planned 200 hectares. The trees we plant today will do far more than grow into forests. They will protect our rivers and lakes, stabilize soils, improve agricultural productivity, and absorb carbon from the atmosphere, helping Uganda contribute to global climate action,” Maniraguha said. “A tree is a long-term investment. It requires patience, stewardship, and care. The forests of tomorrow depend on the commitment we make today. By planting trees, we are not only restoring forests but also rebuilding hope, resilience, and sustainability,” he added. Felicite Nson, Managing Director of Uganda Breweries Limited, said forests are a reminder that meaningful change takes time. “Standing in a forest reminds us that the most meaningful things in life grow quietly over time. A small seed becomes a tree, a stream becomes a river, and small actions taken together create lasting change,” she said. “As we plant trees, we are doing something simple yet powerful investing in the future of our environment and the well-being of communities that depend on it.” She noted that the company’s operations are closely tied to Uganda’s natural resources, including water and agricultural inputs such as barley, sorghum, and maize, all of which depend on a healthy ecosystem. “True conservation succeeds when organizations, businesses, and communities work together, including the dedicated eco-champions and local communities who protect these forests every day,” she added. Rotary District 9213 Governor Geofrey Martin Kitakule said the initiative focuses on planting indigenous tree species such as mvule and mahogany to restore the natural ecosystem. “This effort will also benefit communities. A healthy environment supports agriculture, and this forest reserve is part of the greater Mabira ecosystem that sustains key water bodies, including the River Nile and Lake Victoria,” he said. Climate change is getting worse as the earth, seas, oceans, forests, wet lands, the air…are fighting to breath face to human action! Yet nothing is done to begin protecting nature before its too too late! Now, immigration to developed lands is making things worse for developing & developed countries as there is no solution to stop it & make sure so called developing world wake up to protect their lands! What will the situation in Uganda be in 2031 as they just look up to Rwandese Museveni who is so so happy Uganda is being destroyed to a point of no return? Where is that just ONE National/Common Leader so so needed, to sing Ugandans to UNITY to block & stop Rwandese Museveni, then form the kind of governance they want, before it’s too late? What are Ugandans waiting for, their complete/total destruction? Comments are closed. Sign up and get daily updates right to your inbox. Link Copy link"
The Observer,https://observer.ug/business/uganda-baati-ignites-a-new-era-of-womens-empowerment/,Uganda Baati ignites a new era of women’s empowerment,2026-03-25,"The Observer On a recent afternoon in Kampala, a conference room at Uganda Baati’s head office filled with a different kind of energy, one shaped less by corporate routine and more by candid conversation, shared ambition, and quiet resolve. Women from across sectors, leaders, entrepreneurs, professionals, and partners, gathered for an engagement centered on a resonant idea: “Give to Gain.” What followed were a series of open exchanges about leadership, resilience, and the often-unspoken realities of navigating professional spaces as women. Participants spoke frankly about the importance of mentorship, the weight of expectations, and the value of lifting others while advancing themselves. The tone was reflective but forward-looking, grounded in a shared understanding that progress is rarely achieved alone. At the heart of the gathering was the unveiling of the Safal Circles governance framework for Uganda Baati’s chapter—an initiative designed to formalize mentorship and strengthen collaboration among women within the company’s broader ecosystem. More than a symbolic launch, the framework signals a structured effort to build lasting support systems, with programs expected to focus on leadership development, accountability, and collective growth. Uganda Baati’s Chief Executive Officer, George Arodi, framed the initiative as both a moral and strategic priority. Empowering women, he noted, is not only about equity but about building stronger institutions and communities. Creating spaces where women feel recognized and supported, he added, is essential to sustainable progress. That message was echoed by the guest of honour, Amelia Kyambadde, who urged attendees to act with confidence rather than hesitation. Opportunities, she suggested, rarely arrive with perfect timing. What matters is the willingness to step forward—and to bring others along in the process. By convening the engagement and introducing the Safal Circles framework, Uganda Baati is positioning itself within a growing movementof organizations seeking to embed inclusion into their culture, rather than treat it as an afterthought. For those in the room, the significance of the day was less about announcements and more about momentum—a sense that meaningful change often begins in spaces where people are willing to listen, share, and act together. Sign up and get daily updates right to your inbox. Link Copy link"
